1.63851876e-03 -1.03902875e-03
-2.85741058e-04 -2.28736317e-03
-2.44826288e-03 -1.04862719e-03
-2.33957241e-03 1.60799164e-03
1.73224878e-04 2.82499637e-03
2.46412540e-03 1.18799391e-03
2.03654240e-03 -1.50194415e-03
-5.18720131e-04 -2.16808356e-03
-2.07718718e-03 -7.08782973e-05
-6.26092486e-04 2.16315058e-03
2.20608641e-03 1.53987750e-03
2.88265012e-03 -1.66142278e-03
1.21198209e-04 -3.97752970e-03
-3.48768244e-03 -2.58949609e-03
-4.25650133e-03 1.32391707e-03
-1.28736917e-03 4.07700753e-03
2.15383712e-03 3.16355354e-03
3.01675405e-03 2.66982883e-04
1.34924252e-03 -1.34750281e-03
-6.38665661e-05 -6.55058713e-04
4.93030762e-04 3.26967944e-04
1.78422069e-03 -4.05276107e-04
1.29258132e-03 -2.63901195e-03
-1.29785831e-03 -3.39954044e-03
-3.63018014e-03 -1.40190846e-03
-3.45565728e-03 1.65267196e-03
-1.08297088e-03 3.16560548e-03
1.04560331e-03 2.33764132e-03
1.38596084e-03 7.96311360e-04
7.86582415e-04 3.24202003e-04
9.21327854e-04 5.87979739e-04
1.60383352e-03 1.75211986e-04
1.71368930e-03 -9.42619867e-04
8.28525051e-04 -1.89581851e-03
-4.55810339e-04 -1.99017697e-03
-1.56334776e-03 -1.35812664e-03
-2.22977437e-03 -2.59783610e-05
-1.65740622e-03 1.81115826e-03
6.85896492e-04 2.57569691e-03
2.67128623e-03 4.81595547e-04
1.17557484e-03 -2.36402079e-03
-2.26521492e-03 -1.53544347e-03
-2.00131256e-03 2.39781546e-03
2.58226506e-03 2.87294644e-03
4.20691213e-03 -2.29618000e-03
-1.06995658e-03 -5.46724955e-03
-5.66553744e-03 -8.03535164e-04
-2.06230045e-03 4.66903904e-03
3.63505282e-03 1.98892993e-03
1.36841275e-03 -3.77875869e-03
-4.88415593e-03 -1.75451091e-03
-3.59409815e-03 5.23464056e-03
3.67025589e-03 5.26363961e-03
4.98276204e-03 -1.42979797e-03
-7.26648665e-04 -3.28542152e-03
-2.50700233e-03 1.86292361e-03
2.66478932e-03 3.75484140e-03
5.28875971e-03 -1.37322233e-03
8.10179801e-04 -4.75999294e-03
-2.75425427e-03 -1.18166336e-03
4.34679532e-04 2.05480889e-03
3.58799263e-03 -1.37601816e-03
-8.95177291e-05 -4.91589680e-03
-3.82277509e-03 -1.37647416e-03
-2.60052242e-04 1.89106737e-03
2.24154373e-03 -2.41449149e-03
-2.99626053e-03 -4.45459131e-03
-4.80999798e-03 1.03766541e-03
4.85220633e-04 1.88691157e-03
-5.91349148e-04 -3.36715975e-03
-6.16678549e-03 -8.72013043e-04
-3.01147136e-03 4.64459136e-03
1.05119927e-03 1.02149043e-03
-3.94523982e-03 -1.14930468e-03
-4.99469182e-03 5.23124775e-03
1.73039956e-03 5.61498571e-03
5.70181233e-04 -3.60641861e-05
-4.10124427e-03 3.67807155e-03
1.58289506e-03 8.21221247e-03
5.33660315e-03 1.94363948e-03
-1.04723743e-03 7.89307698e-04
1.16832519e-03 7.62139307e-03
8.13020673e-03 3.60980234e-03
3.17140040e-03 -1.99669111e-03
6.76210038e-04 4.14006878e-03
8.25715810e-03 4.18135663e-03
6.80799410e-03 -3.90748959e-03
4.40790755e-04 -1.13851849e-04
7.02288048e-03 3.74628720e-03
8.54314025e-03 -4.63561527e-03
6.52577088e-04 -3.59200011e-03
5.18804463e-03 1.98211265e-03
8.40928312e-03 -4.81083943e-03
1.17237819e-03 -5.70989121e-03
3.68841551e-03 4.00462712e-04
7.70733366e-03 -5.26394835e-03
1.11474574e-03 -6.83335308e-03
2.91174208e-03 -1.06257363e-03
6.72153989e-03 -5.65402349e-03
1.53592404e-03 -7.49999052e-03
1.61440461e-03 -2.88942759e-03
6.29703468e-03 -5.13946731e-03
1.90883712e-03 -9.51809809e-03
5.15901891e-04 -3.46277817e-03
6.24916982e-03 -6.56097289e-03
1.12514850e-03 -9.47298016e-03
1.35252636e-03 -5.93994418e-03
4.15193429e-03 -7.20759341e-03
1.70945574e-03 -1.10448552e-02
2.65723065e-04 -6.28346112e-03
4.56635468e-03 -1.07897799e-02
-1.47408282e-03 -9.75912064e-03
3.90607491e-03 -8.55983328e-03
-1.06057094e-03 -1.35092158e-02
1.08128495e-03 -6.94186799e-03
1.65118882e-03 -1.56852286e-02
-2.96200928e-03 -8.52447655e-03
3.09250108e-03 -1.38128223e-02
-3.36659234e-03 -1.23496121e-02
4.71807522e-04 -1.26646152e-02
-8.84637178e-04 -1.25742750e-02
-2.93391896e-03 -1.52154742e-02
5.51130797e-04 -1.06186392e-02
-4.41661151e-03 -1.74521133e-02
-1.49989492e-05 -1.03877513e-02
-3.23228608e-03 -1.74023081e-02
-2.79525178e-03 -1.17678577e-02
-1.36976349e-04 -1.67278722e-02
-5.81779936e-03 -1.24227898e-02
1.78094895e-03 -1.64058022e-02
-6.47641299e-03 -1.31306751e-02
1.92594423e-03 -1.53851490e-02
-6.04648981e-03 -1.40297962e-02
2.24646647e-03 -1.52819166e-02
-5.02494490e-03 -1.32845957e-02
1.21422124e-03 -1.65029392e-02
-2.09909840e-03 -1.27452239e-02
-7.14532041e-04 -1.54607520e-02
3.79170029e-04 -1.37595190e-02
3.95290517e-05 -1.39658665e-02
8.86193651e-04 -1.37864826e-02
1.42741262e-03 -1.38729103e-02
1.71177729e-03 -1.28068915e-02
2.90249498e-03 -1.32706985e-02
2.04307679e-03 -1.18127698e-02
4.39570332e-03 -1.36137642e-02
4.56680264e-03 -8.66826437e-03
2.28743791e-03 -1.35812191e-02
9.95746814e-03 -1.00339493e-02
9.08254588e-04 -6.75219717e-03
8.48148018e-03 -1.45123824e-02
8.89716204e-03 -2.82211765e-03
2.25424557e-03 -9.37079638e-03
1.15782982e-02 -8.38454813e-03
6.63879560e-03 -1.81514071e-03
5.62241254e-03 -7.09932670e-03
1.04268873e-02 -3.91933275e-03
6.77579734e-03 -1.17058668e-03
6.85303798e-03 -2.75375065e-03
7.96934869e-03 -1.64555816e-03
7.63475848e-03 6.52287330e-04
5.05790347e-03 1.24020898e-03
6.14821026e-03 -8.33490107e-04
6.97069243e-03 3.19986674e-03
2.32692319e-03 3.28643550e-03
4.05876106e-03 3.98047223e-06
5.55842975e-03 4.02835803e-03
1.03911560e-03 4.70318273e-03
4.57581598e-04 5.98831975e-04
4.40645171e-03 1.41631451e-03
1.43014058e-03 6.29128562e-03
-3.51167400e-03 1.49153080e-03
2.48249900e-03 -2.08510971e-03
3.54404165e-03 5.21429302e-03
-4.52234782e-03 3.76005704e-03
-7.36175454e-04 -3.80365574e-03
